Unnamed: 0,ID_SUBEST,SUBTIPO,NOMBRE,PROPIEDAD,TENSION_KV,TIPO,F_OPERACIO,RCA,SIST_ELECT,ESTADO,COORD_ESTE,COORD_NORT,HUSO,DATUM,REGION,PROVINCIA,COMUNA,FUENTE_BAS,FECH_CREA,FECH_ACT,geometry,Latitud,Longitud
385,2290,102,VILLA LA TAPERA,EDELAYSEN,23,NO APLICA,2008-01-01,S/I,EDELAYSEN,OPERATIVA,287585.70652005,5053066.95610032,19 S,WGS84,11.0,111.0,11102.0,EDELAYSEN,2014-12-04,2023-03-30,POINT (-71.67855722999997 -44.64434370499998),-44.64434370499998,-71.67855722999997
386,308,100,S/E CENTRAL CURILLINQUE,TRANSELEC S.A.,"154/13,8",DEDICADO,1993-01-01,S/I,SEN,OPERATIVA,324342.09412763,6035867.34150934,19 S,WGS84,7.0,71.0,7109.0,CEN,2014-12-04,2023-03-30,POINT (-70.944112 -35.805616),-35.805616,-70.944112
387,674,100,S/E ALONSO DE CORDOVA,SOCIEDAD TRANSMISORA METROPOLITANA II S.A,"110/12,5/12",ZONAL,1952-01-01,S/I,SEN,OPERATIVA,353436.56590412,6302594.34571106,19 S,WGS84,13.0,131.0,13114.0,CEN,2014-12-04,2023-03-30,POINT (-70.576115 -33.405982),-33.405982,-70.576115
388,686,100,S/E CURACAVI,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,44/12,ZONAL,1970-01-01,S/I,SEN,OPERATIVA,310035.80356858,6299892.71871271,19 S,WGS84,13.0,135.0,13503.0,CEN,2014-12-04,2023-03-30,POINT (-71.04318 -33.42353),-33.42353,-71.04318
389,1671,100,S/E CENTRAL SAN ANDRES (SAN ANDRES SPA),SAN ANDRES SPA,220/23,DEDICADO,2014-04-20,S/I,SEN,OPERATIVA,390311.15151428,6985103.76612798,19 S,WGS84,3.0,31.0,3101.0,CEN,2014-12-04,2023-03-30,POINT (-70.108011 -27.252573),-27.252573,-70.108011
390,1652,100,S/E TOTORALILLO (CAP CMP),TECNOCAP S.A.,220/23,DEDICADO,2013-08-31,S/I,SEN,OPERATIVA,320472.00206606,7025915.99954784,19 S,WGS84,3.0,31.0,3102.0,CEN,2014-12-04,2023-03-30,POINT (-70.80733887999997 -26.876924905999942),-26.876924905999942,-70.80733887999997
391,1957,100,TAP OFF EL AGUILA,ENGIE ENERGIA CHILE S.A.,"12,8",DEDICADO,1997-02-01,S/I,SEN,OPERATIVA,408560.49227763,7956805.74521702,19 S,WGS84,15.0,151.0,15101.0,CEN,2014-12-04,2023-03-30,POINT (-69.86608899399994 -18.477135001999955),-18.477135001999955,-69.86608899399994
392,2123,100,S/E PARGUA,SISTEMA DE TRANSMISION DEL SUR S.A.,220/110,NACIONAL,2019-09-05,S/I,SEN,OPERATIVA,624489.44619515,5373772.91884692,18 S,WGS84,10.0,101.0,10102.0,CEN,2014-12-04,2023-03-30,POINT (-73.502036 -41.77813),-41.77813,-73.502036
393,2208,100,S/E LA MISION,SISTEMA DE TRANSMISION DEL SUR S.A.,66/23,ZONAL,2021-06-12,S/I,SEN,OPERATIVA,653637.20298218,5510190.66821351,18 S,WGS84,10.0,103.0,10301.0,CEN,2014-12-04,2023-03-30,POINT (-73.18566629299994 -40.54480219199996),-40.54480219199996,-73.18566629299994
394,854,100,S/E PAILLACO,COOPERATIVA ELECTRICA PAILLACO LTDA,"66/13,8",ZONAL,1992-01-02,S/I,SEN,OPERATIVA,682327.29011368,5561430.860143,18 S,WGS84,14.0,141.0,14107.0,CEN,2014-12-04,2023-03-30,POINT (-72.86167311999998 -40.07767185999995),-40.07767185999995,-72.86167311999998
395,900,100,S/E MOLINOS,CODELCO CHILE - DIVISION ANDINA,66,DEDICADO,,S/I,SEN,OPERATIVA,382964.15513387,6337584.13799452,19 S,WGS84,5.0,53.0,5301.0,CEN,2014-12-04,2023-03-30,POINT (-70.25414 -33.094077),-33.094077,-70.25414
396,921,100,S/E LOS ANDES (FFCC),CHILQUINTA TRANSMISION S.A.,44,ZONAL,1925-01-01,S/I,SEN,OPERATIVA,350894.19958054,6366545.96095075,19 S,WGS84,5.0,53.0,5301.0,CEN,2014-12-04,2023-03-30,POINT (-70.593 -32.829),-32.829,-70.593
397,258,100,S/E CENTRAL BOCAMINA II,ENEL GENERACION CHILE S.A.,230/18,DEDICADO,2012-10-28,S/I,SEN,OPERATIVA,663041.79514825,5901188.15369565,18 S,WGS84,8.0,81.0,8102.0,CEN,2014-12-04,2023-03-30,POINT (-73.167151 -37.021355),-37.021355,-73.167151
398,386,100,S/E CHIGUAYANTE,CGE TRANSMISION S.A.,66/15,ZONAL,2017-12-17,S/I,SEN,OPERATIVA,675180.13127635,5913299.66878328,18 S,WGS84,8.0,81.0,8103.0,CEN,2014-12-04,2023-03-30,POINT (-73.033577 -36.910055),-36.910055,-73.033577
399,723,100,S/E SANTA MARTA,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,"110/23/12,5/12",ZONAL,1992-01-01,S/I,SEN,OPERATIVA,336118.4331429,6287301.84857747,19 S,WGS84,13.0,131.0,13119.0,CEN,2014-12-04,2023-03-30,POINT (-70.765072 -33.541345),-33.541345,-70.765072
400,628,100,S/E BAJO MELIPILLA,CGE TRANSMISION S.A.,"110/66/13,2",ZONAL,,S/I,SEN,OPERATIVA,295755.87593398,6269164.70615039,19 S,WGS84,13.0,135.0,13501.0,CEN,2014-12-04,2023-03-30,POINT (-71.2037 -33.697854),-33.697854,-71.2037
401,1804,100,S/E 415,MINERA ESCONDIDA LTDA.,"4,16",DEDICADO,2002-07-01,S/I,SEN,OPERATIVA,491186.0003807,7307262.99957806,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-69.08689232999996 -24.34780478999994),-24.34780478999994,-69.08689232999996
402,1893,100,S/E LAGUNAS,MINERA ESCONDIDA LTDA.,"220/69/66/23/13,8",NACIONAL,2001-05-14,S/I,SEN,OPERATIVA,427798.69916841,7698114.68203049,19 S,WGS84,1.0,14.0,1401.0,CEN,2014-12-04,2023-03-30,POINT (-69.693857 -20.815511),-20.815511,-69.693857
403,1855,100,S/E COLLAHUASI UNITARIA N°3,COMPANIA DONA INES DE COLLAHUASI SCM,23/11,DEDICADO,2016-03-30,S/I,SEN,OPERATIVA,542417.2502885,7680281.66611341,19 S,WGS84,1.0,14.0,1405.0,CEN,2014-12-04,2023-03-30,POINT (-68.591926 -20.977561),-20.977561,-68.591926
404,207,100,S/E VENTANAS,AES ANDES S.A.,220/110/12,DEDICADO,1964-01-01,S/I,SEN,OPERATIVA,267551.85457296,6373764.16144314,19 S,WGS84,5.0,51.0,5105.0,CEN,2014-12-04,2023-03-30,POINT (-71.481003 -32.749457),-32.749457,-71.481003
405,2100,100,S/E CENTRAL DIESEL AGUAS BLANCAS,ATACAMA MINERALS CHILE S.C.M.,"13,8",DEDICADO,2013-01-01,S/I,SEN,OPERATIVA,412119.0001156,7330503.00021865,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-69.86491172999996 -24.135476119999964),-24.135476119999964,-69.86491172999996
406,2282,102,CENTRAL PUERTO IBANEZ,EDELAYSEN,23,NO APLICA,2015-01-01,S/I,EDELAYSEN,OPERATIVA,273955.25171972,4869066.71402238,19 S,WGS84,11.0,114.0,11402.0,EDELAYSEN,2014-12-04,2023-03-30,POINT (-71.934911 -46.29429300099997),-46.29429300099997,-71.934911
407,2274,100,S/E SURCO Y SEMILLA,WPD MALLECO SPA,220/33,NACIONAL,2021-09-28,S/I,SEN,OPERATIVA,738290.5843474,5785923.76451548,18 S,WGS84,9.0,92.0,9202.0,CEN,2014-12-04,2023-03-30,POINT (-72.284559 -38.043081),-38.043081,-72.284559
408,972,100,S/E MINERA MARICUNGA,COMPANIA MINERA MARICUNGA,110/23,DEDICADO,2005-01-01,S/I,SEN,OPERATIVA,471550.95412578,6952877.89856092,19 S,WGS84,3.0,31.0,3103.0,CEN,2014-12-04,2023-03-30,POINT (-69.288149 -27.547597),-27.547597,-69.288149
409,2264,100,S/E CENTRAL RIO ESCONDIDO,AR ESCONDIDO SPA,33,ZONAL,2021-12-01,S/I,SEN,OPERATIVA,381281.0013512,6915284.98733649,19 S,WGS84,3.0,31.0,3103.0,CEN,2014-12-04,2023-03-30,POINT (-70.20608275499995 -27.88199635099994),-27.88199635099994,-70.20608275499995
410,1737,100,TAP OFF COYANCO,CGE TRANSMISION S.A.,154,DEDICADO,,S/I,SEN,OPERATIVA,715814.99669302,5849187.98305243,18 S,WGS84,8.0,83.0,8301.0,CEN,2014-12-04,2023-03-30,POINT (-72.55925582599997 -37.47902263699996),-37.47902263699996,-72.55925582599997
411,252,100,S/E CENTRAL SAN ISIDRO II,ENEL GENERACION CHILE S.A.,"230/15/13,2",DEDICADO,,S/I,SEN,OPERATIVA,283610.78185138,6353330.0378275,19 S,WGS84,5.0,55.0,5501.0,CEN,2014-12-04,2023-03-30,POINT (-71.314503 -32.93691),-32.93691,-71.314503
412,620,100,S/E COPIAPO,CGE TRANSMISION S.A.,"110/13,8",ZONAL,,S/I,SEN,OPERATIVA,367961.9999342,6970860.00043338,19 S,WGS84,3.0,31.0,3101.0,CEN,2014-12-04,2023-03-30,POINT (-70.335262 -27.37916483999993),-27.37916483999993,-70.335262
413,2034,100,TAP OFF CENTRAL CAVANCHA,CAVANCHA S.A.,"13,2",S/I,,S/I,SEN,OPERATIVA,382248.40088428,7761882.89979105,19 S,WGS84,1.0,11.0,1101.0,CEN,2014-12-04,2023-03-30,POINT (-70.12731774299994 -20.237074863999965),-20.237074863999965,-70.12731774299994
414,521,100,S/E PURRANQUE,SISTEMA DE TRANSMISION DEL SUR S.A.,"66/23/13,8",ZONAL,2011-01-01,S/I,SEN,OPERATIVA,655671.17087216,5469343.96231641,18 S,WGS84,10.0,103.0,10303.0,CEN,2014-12-04,2023-03-30,POINT (-73.151506 -40.912206),-40.912206,-73.151506
415,444,100,S/E MAULE,CGE TRANSMISION S.A.,154/66/15,ZONAL,1998-01-01,S/I,SEN,OPERATIVA,270512.43599106,6068567.0351056,19 S,WGS84,7.0,71.0,7109.0,CEN,2014-12-04,2023-03-30,POINT (-71.530104 -35.499964),-35.499964,-71.530104
416,1899,100,S/E MANTOS BLANCOS,CODELCO CHILE - DIVISION MINISTRO HALES,220/23,DEDICADO,2013-08-01,S/I,SEN,OPERATIVA,390122.99954876,7406679.00027092,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-70.07568844999997 -23.446156649999978),-23.446156649999978,-70.07568844999997
417,1849,100,S/E COCHRANE,EMPRESA ELECTRICA COCHRANE SPA,220/18,DEDICADO,2016-02-23,S/I,SEN,OPERATIVA,360328.88329133,7448541.54761658,19 S,WGS84,2.0,21.0,2102.0,CEN,2014-12-04,2023-03-30,POINT (-70.363463 -23.065831),-23.065831,-70.363463
418,2229,100,S/E LUCERO,SISTEMA DE TRANSMISION DEL SUR S.A.,66,ZONAL,2020-07-31,S/I,SEN,OPERATIVA,751989.05571914,5923817.55033027,18 S,WGS84,16.0,161.0,16102.0,CEN,2014-12-04,2023-03-30,POINT (-72.17568235899995 -36.79796648599995),-36.79796648599995,-72.17568235899995
419,218,100,S/E CENTRAL LICANTEN,CELULOSA ARAUCO Y CONSTITUCION S.A.,"13,8",ZONAL,2002-04-28,S/I,SEN,OPERATIVA,771862.37938152,6124254.8367783,18 S,WGS84,7.0,73.0,7303.0,CEN,2014-12-04,2023-03-30,POINT (-72.021645 -34.987811),-34.987811,-72.021645
420,680,100,S/E BUIN (ENEL DISTRIBUCION),SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,"220/110/13,2",ZONAL,1970-01-01,S/I,SEN,OPERATIVA,343183.76965099,6268624.43084308,19 S,WGS84,13.0,134.0,13402.0,CEN,2014-12-04,2023-03-30,POINT (-70.692295 -33.710793),-33.710793,-70.692295
421,1784,100,S/E SECCIONADORA FRANCISCO,CONEJO SOLAR SPA,220,DEDICADO,2016-06-01,S/I,SEN,OPERATIVA,367944.17966909,7174233.00102127,19 S,WGS84,2.0,21.0,2104.0,CEN,2014-12-04,2023-03-30,POINT (-70.31442 -25.543345),-25.543345,-70.31442
422,2194,100,S/E TOLPAN SUR,ACCIONA ENERGIA CHILE HOLDINGS S.A.,33,DEDICADO,2020-11-24,S/I,SEN,OPERATIVA,712858.99675184,5826349.98317845,18 S,WGS84,9.0,92.0,9209.0,CEN,2014-12-04,2023-03-30,POINT (-72.58602368599998 -37.68537692299998),-37.68537692299998,-72.58602368599998
423,648,100,S/E NANCAGUA,CGE TRANSMISION S.A.,"66/13,2",ZONAL,1955-01-01,S/I,SEN,OPERATIVA,298191.14017235,6162799.00727466,19 S,WGS84,6.0,63.0,6305.0,CEN,2014-12-04,2023-03-30,POINT (-71.202217 -34.656893),-34.656893,-71.202217
424,1759,100,S/E CENTRAL PAMPA NORTE,ENEL GREEN POWER CHILE S.A.,33,DEDICADO,2016-10-19,S/I,SEN,OPERATIVA,379869.40494124,7174697.32377426,19 S,WGS84,2.0,21.0,2104.0,CEN,2014-12-04,2023-03-30,POINT (-70.195702 -25.54017),-25.54017,-70.195702
425,2154,100,S/E CENTRAL PALMAR,HIDROPALMAR S.A.,"13,2",DEDICADO,2019-01-31,S/I,SEN,OPERATIVA,726386.53512149,5481167.81120951,18 S,WGS84,10.0,103.0,10304.0,CEN,2014-12-04,2023-03-30,POINT (-72.316848 -40.789301),-40.789301,-72.316848
426,873,100,S/E HUACHIPATO,COMPANIA SIDERURGICA HUACHIPATO S.A.,"13,8",DEDICADO,1974-01-01,S/I,SEN,OPERATIVA,666826.49396885,5930864.17975351,18 S,WGS84,8.0,81.0,8110.0,CEN,2014-12-04,2023-03-30,POINT (-73.131156 -36.753316),-36.753316,-73.131156
427,1726,100,S/E CENTRAL LOS HIERROS II,EMPRESA ELECTRICA PORTEZUELO SPA,"110/6,6",S/I,2014-01-01,S/I,SEN,OPERATIVA,312213.25061914,6031823.37236771,19 S,WGS84,7.0,74.0,7402.0,CEN,2014-12-04,2023-03-30,POINT (-71.079223 -35.839808),-35.839808,-71.079223
428,2050,100,S/E ACONCAGUA TG,HIDROELECTRICA EMBALSE ANCOA SPA,"13,8",DEDICADO,2017-09-28,S/I,SEN,OPERATIVA,266988.0036106,6353968.98259732,19 S,WGS84,5.0,51.0,5103.0,CEN,2014-12-04,2023-03-30,POINT (-71.49199853099998 -32.927733270999965),-32.927733270999965,-71.49199853099998
429,377,100,S/E ANDACOLLO,CGE TRANSMISION S.A.,"66/23/13,8",ZONAL,,S/I,SEN,OPERATIVA,298537.82908755,6653491.36926573,19 S,WGS84,4.0,41.0,4103.0,CEN,2014-12-04,2023-03-30,POINT (-71.09351 -30.233458),-30.233458,-71.09351
430,623,100,S/E PLANTAS,CGE TRANSMISION S.A.,"110/13,8",ZONAL,1993-01-01,S/I,SEN,OPERATIVA,374866.05301199,6967683.61577476,19 S,WGS84,3.0,31.0,3101.0,CEN,2014-12-04,2023-03-30,POINT (-70.265784 -27.408485),-27.408485,-70.265784
431,1907,100,S/E NEURARA,MINERA CENTINELA,110/24,DEDICADO,2010-12-21,S/I,SEN,OPERATIVA,553703.99967816,7327682.99967945,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-68.47133370999995 -24.162480509999966),-24.16248050999997,-68.47133370999995
432,585,100,S/E PUERTO MONTT,TRANSELEC S.A.,220/13,NACIONAL,1989-01-01,S/I,SEN,OPERATIVA,670977.15183891,5409075.90102398,18 S,WGS84,10.0,101.0,10101.0,CEN,2014-12-04,2023-03-30,POINT (-72.953031 -41.451698),-41.451698,-72.953031
433,2119,100,S/E SANTA LUISA,CGE TRANSMISION S.A.,154,ZONAL,2015-01-18,209/2015,SEN,OPERATIVA,724231.86095659,5848699.85695135,18 S,WGS84,8.0,83.0,8301.0,CEN,2014-12-04,2023-03-30,POINT (-72.464001 -37.481414),-37.481414,-72.464001
434,1689,100,S/E CENTRAL LAJA 1,EOLICA MONTE REDONDO SPA,220,ZONAL,2012-09-23,S/I,SEN,OPERATIVA,719011.64516092,5875132.73963139,18 S,WGS84,8.0,83.0,8304.0,CEN,2014-12-04,2023-03-30,POINT (-72.530806 -37.244626),-37.244626,-72.530806
435,401,100,S/E QUINQUIMO,CGE TRANSMISION S.A.,110/23,ZONAL,,S/I,SEN,OPERATIVA,281394.90977288,6408662.69984387,19 S,WGS84,5.0,54.0,5403.0,CEN,2014-12-04,2023-03-30,POINT (-71.325218 -32.437737),-32.437737,-71.325218
436,909,100,S/E POTRERILLOS,CODELCO CHILE - DIVISION EL SALVADOR,"110/12/2,1",DEDICADO,1993-10-20,S/I,SEN,OPERATIVA,451961.40544176,7075517.45285271,19 S,WGS84,3.0,32.0,3202.0,CEN,2014-12-04,2023-03-30,POINT (-69.481818 -26.43982),-26.43982,-69.481818
437,1930,100,S/E SIERRA GORDA,SIERRA GORDA SCM,220/33,DEDICADO,2012-12-24,101/2012,SEN,OPERATIVA,463190.26098363,7470100.42175077,19 S,WGS84,2.0,21.0,2103.0,CEN,2014-12-04,2023-03-30,POINT (-69.358857 -22.876557),-22.876557,-69.358857
438,935,100,S/E NIQUEN (FFCC),EMPRESA DE LOS FERROCARRILES DEL ESTADO,66,ZONAL,,S/I,SEN,OPERATIVA,239328.75949103,5979362.59476934,19 S,WGS84,16.0,163.0,16303.0,CEN,2014-12-04,2023-03-30,POINT (-71.902741 -36.29552),-36.29552,-71.902741
439,560,100,S/E ALTO JAHUEL,TRANSELEC S.A.,"500/220/110/66/13,2",NACIONAL,1965-01-01,S/I,SEN,OPERATIVA,343008.79032112,6268181.64541455,19 S,WGS84,13.0,134.0,13402.0,CEN,2014-12-04,2023-03-30,POINT (-70.694261 -33.714759),-33.714759,-70.694261
440,430,100,S/E MARQUESA,CGE TRANSMISION S.A.,66/23,ZONAL,1980-01-01,S/I,SEN,OPERATIVA,309576.21453,6682235.46102713,19 S,WGS84,4.0,41.0,4106.0,CEN,2014-12-04,2023-03-30,POINT (-70.973702 -29.975995),-29.975995,-70.973702
441,1972,100,S/E TAP OFF OESTE,AES ANDES S.A.,"110/12,2",DEDICADO,1997-01-01,S/I,SEN,OPERATIVA,538778.2796245,7379992.64877272,19 S,WGS84,2.0,22.0,2203.0,CEN,2014-12-04,2023-03-30,POINT (-68.61964699299995 -23.69044908999996),-23.69044908999996,-68.61964699299995
442,472,100,S/E LONCOCHE,CGE TRANSMISION S.A.,"66/23/12,2",ZONAL,1991-01-01,S/I,SEN,OPERATIVA,706418.76970999,5639278.64190289,18 S,WGS84,9.0,91.0,9109.0,CEN,2014-12-04,2023-03-30,POINT (-72.603747 -39.371308),-39.371308,-72.603747
443,963,100,S/E METRO,EMPRESA DE TRANSPORTE DE PASAJEROS METRO S.A.,110/20,ZONAL,,S/I,SEN,OPERATIVA,346122.59262905,6298014.48976365,19 S,WGS84,13.0,131.0,13101.0,CEN,2014-12-04,2023-03-30,POINT (-70.655524 -33.44625),-33.44625,-70.655524
444,2012,100,S/E CENTRAL RENCA,GENERADORA METROPOLITANA SPA,110,DEDICADO,1962-01-01,S/I,SEN,OPERATIVA,342974.65545531,6301180.39924868,19 S,WGS84,13.0,131.0,13128.0,CEN,2014-12-04,2023-03-30,POINT (-70.688826 -33.41725),-33.41725,-70.688826
445,1858,100,S/E CRUCERO,ENGIE ENERGIA CHILE S.A.,220/23,NACIONAL,1987-06-01,S/I,SEN,OPERATIVA,441547.56504276,7536513.59499494,19 S,WGS84,2.0,23.0,2302.0,CEN,2014-12-04,2023-03-30,POINT (-69.567383 -22.275999),-22.275999,-69.567383
446,383,100,S/E CACHAPOAL,CGE TRANSMISION S.A.,66/15,ZONAL,1985-01-01,S/I,SEN,OPERATIVA,338613.18533033,6215284.02943377,19 S,WGS84,6.0,61.0,6101.0,CEN,2014-12-04,2023-03-30,POINT (-70.751425 -34.19096),-34.19096,-70.751425
447,267,100,S/E CENTRAL LAS PIEDRAS,ENLASA GENERACION CHILE S.A.,110/23,DEDICADO,2009-07-23,S/I,SEN,OPERATIVA,285256.42421789,6663318.80995653,19 S,WGS84,4.0,41.0,4102.0,CEN,2014-12-04,2023-03-30,POINT (-71.229442 -30.142562),-30.142562,-71.229442
448,1054,100,TAP OFF IMPULSION,GUACOLDA ENERGIA SPA,110,ZONAL,1995-01-01,S/I,SEN,OPERATIVA,365180.14153664,6990077.01744634,19 S,WGS84,3.0,31.0,3101.0,CEN,2014-12-04,2023-03-30,POINT (-70.36127072999994 -27.205446665999943),-27.205446665999943,-70.36127072999994
449,1835,100,S/E CENTRAL SOLAR LA HUAYCA 2,SPS LA HUAYCA S.A.,66/23,DEDICADO,2014-10-12,S/I,SEN,OPERATIVA,444179.47478369,7738107.07931878,19 S,WGS84,1.0,14.0,1401.0,CEN,2014-12-04,2023-03-30,POINT (-69.535178 -20.454719),-20.454719,-69.535178
450,1913,100,S/E PAS3,MINERA ESCONDIDA LTDA.,"69/13,8",DEDICADO,2015-03-01,S/I,SEN,OPERATIVA,419220.06578979,7760073.36062736,19 S,WGS84,1.0,14.0,1401.0,CEN,2014-12-04,2023-03-30,POINT (-69.773473 -20.255342),-20.255342,-69.773473
451,1631,100,S/E CANETE,SISTEMA DE TRANSMISION DEL SUR S.A.,66/23,ZONAL,2012-12-15,S/I,SEN,OPERATIVA,641341.93989809,5811555.43041223,18 S,WGS84,8.0,82.0,8203.0,CEN,2014-12-04,2023-03-30,POINT (-73.39383331999994 -37.83248604999994),-37.83248604999994,-73.39383331999994
452,407,100,S/E SAN MIGUEL,CGE TRANSMISION S.A.,15,ZONAL,1995-01-01,S/I,SEN,OPERATIVA,262491.42676375,6075105.25030892,19 S,WGS84,7.0,71.0,7101.0,CEN,2014-12-04,2023-03-30,POINT (-71.616545 -35.439186),-35.439186,-71.616545
453,241,100,S/E CENTRAL CARENA,EMPRESA ELECTRICA INDUSTRIAL S.A.,"44/12/6,3",DEDICADO,1943-01-01,S/I,SEN,OPERATIVA,318703.99992021,6288420.00059722,19 S,WGS84,13.0,135.0,13503.0,CEN,2014-12-04,2023-03-30,POINT (-70.95231551999996 -33.52845057999997),-33.52845057999997,-70.95231551999996
454,1810,100,S/E ACL,"ECOMETALES LIMITED, AGENCIA EN CHILE","100/13,8",DEDICADO,2003-06-04,S/I,SEN,OPERATIVA,516572.00000637,7533694.00016803,19 S,WGS84,2.0,22.0,2201.0,CEN,2014-12-04,2023-03-30,POINT (-68.83910785999996 -22.302383309999982),-22.302383309999986,-68.83910785999996
455,1938,100,S/E SUR VIEJO,SOCIEDAD QUIMICA Y MINERA DE CHILE S.A.,66/23,DEDICADO,2006-01-05,S/I,SEN,OPERATIVA,444085.99967367,7684920.99966514,19 S,WGS84,1.0,14.0,1401.0,CEN,2014-12-04,2023-03-30,POINT (-69.53776548999997 -20.935282839999957),-20.93528283999996,-69.53776548999997
456,577,100,S/E LAJA,TRANSELEC S.A.,"66/13,8",ZONAL,1997-01-01,S/I,SEN,OPERATIVA,703453.76462455,5871157.17078863,18 S,WGS84,8.0,83.0,8304.0,CEN,2014-12-04,2023-03-30,POINT (-72.70498939999999 -37.283960149999984),-37.283960149999984,-72.70498939999999
457,825,100,S/E TRES ESQUINAS,COOPERATIVA DE CONSUMO DE ENERGIA ELECTRICA CHILLAN LTDA.,"66/13,8",ZONAL,,S/I,SEN,OPERATIVA,752017.77898855,5923730.56918524,18 S,WGS84,16.0,161.0,16102.0,CEN,2014-12-04,2023-03-30,POINT (-72.175332 -36.798742),-36.798742,-72.175332
458,2223,100,S/E CENTRAL SAN JAVIER,PRIME ENERGIA QUICKSTART SPA,23,ZONAL,2022-01-06,S/I,SEN,OPERATIVA,738273.99617606,6080574.98171582,18 S,WGS84,7.0,71.0,7102.0,CEN,2014-12-04,2023-03-30,POINT (-72.37662893199996 -35.38973528699995),-35.38973528699995,-72.37662893199996
459,1778,100,S/E CENTRAL FLORIDA 3 (SCM),ASOC. DE CANAL. SOCIEDAD DEL CANAL DE MAIPO,"12/2,4",ZONAL,2005-01-01,S/I,SEN,OPERATIVA,356763.94409579,6286888.35309032,19 S,WGS84,13.0,131.0,13110.0,CEN,2014-12-04,2023-03-30,POINT (-70.542853 -33.548043),-33.548043,-70.542853
460,1866,100,S/E EL PENON (MINERA MERIDIAN),MINERA MERIDIAN LTDA.,"66/6,6",DEDICADO,1999-08-18,S/I,SEN,OPERATIVA,449474.89184692,7300223.40454527,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-69.498341 -24.41059),-24.41059,-69.498341
461,2247,100,S/E  CHIU CHIU,ACCIONA ENERGIA CHILE HOLDINGS S.A.,110,DEDICADO,2020-03-10,S/I,SEN,OPERATIVA,518220.43700576,7514032.9900512,19 S,WGS84,2.0,22.0,2201.0,CEN,2014-12-04,2023-03-30,POINT (-68.822879 -22.479986),-22.479986,-68.822879
462,2313,102,CENTRAL CHILE CHICO,EDELAYSEN,23,NO APLICA,1995-01-01,S/I,EDELAYSEN,OPERATIVA,288949.61193773,4842266.68342305,19 S,WGS84,11.0,114.0,11401.0,EDELAYSEN,2014-12-04,2023-03-30,POINT (-71.752568 -46.54003700099997),-46.54003700099997,-71.752568
463,654,100,S/E QUIRIHUE,CGE TRANSMISION S.A.,"33/23/13,2",ZONAL,1995-01-01,S/I,SEN,OPERATIVA,720020.11648293,5979311.99831241,18 S,WGS84,16.0,162.0,16201.0,CEN,2014-12-04,2023-03-30,POINT (-72.549513 -36.306108),-36.306108,-72.549513
464,360,100,S/E MOLINA,CGE TRANSMISION S.A.,66/15,ZONAL,1992-01-01,S/I,SEN,OPERATIVA,288705.95932368,6113993.01689556,19 S,WGS84,7.0,73.0,7304.0,CEN,2014-12-04,2023-03-30,POINT (-71.317968 -35.094735),-35.094735,-71.317968
465,642,100,S/E LAS ARANAS,CGE TRANSMISION S.A.,"110/66/23/13,2",ZONAL,,S/I,SEN,OPERATIVA,276879.87665455,6245429.09409971,19 S,WGS84,13.0,135.0,13505.0,CEN,2014-12-04,2023-03-30,POINT (-71.413212 -33.907941),-33.907941,-71.413212
466,2143,100,S/E CENTRAL PAJONALES,PRIME ENERGIA QUICKSTART SPA,23,DEDICADO,,S/I,SEN,OPERATIVA,313724.58232721,6777878.77199312,19 S,WGS84,3.0,33.0,3301.0,CEN,2014-12-04,2023-03-30,POINT (-70.914394 -29.113917),-29.113917,-70.914394
467,1766,100,S/E CENTRAL ANDES GENERACION,ANDES GENERACION SPA,"10,5",ZONAL,2015-09-30,S/I,SEN,OPERATIVA,395899.23356383,7078952.60743671,19 S,WGS84,3.0,32.0,3202.0,CEN,2014-12-04,2023-03-30,POINT (-70.043777 -26.405807),-26.405807,-70.043777
468,2294,100,S/E PUEBLO SECO,BESALCO TRANSMISION SPA,154/23,ZONAL,2021-09-27,S/I,SEN,OPERATIVA,756469.99559379,5913647.97989655,18 S,WGS84,16.0,161.0,16108.0,CEN,2014-12-04,2023-03-30,POINT (-72.12208458499998 -36.888323197999966),-36.888323197999966,-72.12208458499998
469,1827,100,S/E CENTRAL DIESEL ARICA,ENGIE ENERGIA CHILE S.A.,"66/13,8/4,16",DEDICADO,1954-06-01,S/I,SEN,OPERATIVA,362390.10038277,7957573.19253669,19 S,WGS84,15.0,151.0,15101.0,CEN,2014-12-04,2023-03-30,POINT (-70.30328 -18.467697),-18.467697,-70.30328
470,235,100,S/E CENTRAL SANTA MARIA,COLBUN S.A.,220/18,DEDICADO,2010-10-01,S/I,SEN,OPERATIVA,666210.34428347,5899025.41142757,18 S,WGS84,8.0,81.0,8102.0,CEN,2014-12-04,2023-03-30,POINT (-73.131071 -37.040285),-37.040285,-73.131071
